2015,"Does heterogeneity in investment horizons affect portfolio diversification? Some insights using M-GARCH-DCC and Wavelet correlation analysis",1540496X,"Emerging Markets Finance and Trade","51","1",0,0,0,0,0,0,0,0,0,3,3,9,8,8,8,9,5,4,4,2,63,0,63
2015,"The determinants of the profitability of Islamic banks: A cross-sectional study from Asia and Africa",17533627,"International Journal of Business and Globalisation","15","3",0,0,0,0,0,0,0,0,0,1,5,0,2,2,2,6,2,2,3,2,27,0,27
2015,"Unethical behavior-what influences salesperson to do so? The case of Malaysia",19366612,"Advanced Science Letters","21","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2015,"Productive efficiency and welfare gains from privatization in Malaysia",13087800,"Journal of Economic Cooperation and Development","36","1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2015,"Islamic wealth management in history and at present",10187383,"Journal of King Abdulaziz University, Islamic Economics","28","1",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,6,3,0,14,0,14
2015,"Factors influencing the behavioral intentions of muslim employees to contribute to cash-waqf through salary deductions",10187383,"Journal of King Abdulaziz University, Islamic Economics","28","1",0,0,0,0,0,0,0,0,0,0,2,4,4,2,2,5,8,5,3,4,39,0,39
2015,"Comment on ""Different Impacts of Scientific and Technological Knowledge on Economic Growth: Contrasting Science and Technology Policy in East Asia and Latin America""",18328105,"Asian Economic Policy Review","10","1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2015,"Ethical behavior and trustworthiness in the stock market-growth nexus",02755319,"Research in International Business and Finance","33","",0,0,0,0,0,0,0,0,3,3,0,2,2,3,6,3,2,2,1,1,28,0,28
2015,"The Shariah Process in Product Development and Approval in ICM",,"Islamic Capital Markets: Products and Strategies","","",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2
2014,"APPLICATION OF TANĀZUL IN ṢUKŪK AND PREFERENCE SHARES: A CRITICAL ANALYSIS FROM THE SHARĪ’AH PERSPECTIVE",01281976,"ISRA International Journal of Islamic Finance","6","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2
2014,"APPLICATION OF HIBAH MUÑALLAQAH FOR RETIREMENT ANNUITY PLAN",01281976,"ISRA International Journal of Islamic Finance","6","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2014,"A CRITICAL ANALYSIS OF SHARÔÑAH ISSUES IN INTANGIBLE ASSETS",01281976,"ISRA International Journal of Islamic Finance","6","2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,2
2014,"THE BASEL ACCORDS, FINANCIAL TURMOIL AND ISLAMIC BANKS",01281976,"ISRA International Journal of Islamic Finance","6","2",0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,4,0,4
2014,"QARḌ ḤASAN FINANCING IN ISLAMIC BANKS",01281976,"ISRA International Journal of Islamic Finance","6","2",0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,1,2,1,1,0,12,0,12
2014,"Risk sharing and risk shifting: An historical perspective",22148450,"Borsa Istanbul Review","14","4",0,0,0,0,0,0,0,0,0,1,3,0,0,3,5,3,2,2,3,2,24,0,24
2014,"Tripartite analysis across business cycles in Turkey: A multi-timescale inquiry of efficiency, volatility and integration",22148450,"Borsa Istanbul Review","14","4",0,0,0,0,0,0,0,0,1,3,2,1,1,0,1,0,0,1,0,0,10,0,10
2014,"The diversification benefits from Islamic investment during the financial turmoil: The case for the US-based equity investors",22148450,"Borsa Istanbul Review","14","4",0,0,0,0,0,0,0,0,8,6,13,13,11,21,12,18,15,8,13,8,146,0,146
2014,"Linear and non-linear Granger causality between oil spot and futures prices: A wavelet based test",02615606,"Journal of International Money and Finance","48","",0,0,0,0,0,0,0,0,1,6,4,11,12,5,11,5,9,4,3,2,73,0,73
2014,"A structural VAR analysis of Islamic financing in Malaysia",10867376,"Studies in Economics and Finance","31","4",0,0,0,0,0,0,0,0,0,1,1,2,0,4,1,3,2,2,2,1,19,0,19
2014,"Sukuk Securities: New Ways of Debt Contracting",,"Sukuk Securities: New Ways of Debt Contracting","","",0,0,0,0,0,0,0,0,2,1,5,3,2,1,1,4,2,0,2,2,25,0,25
2014,"Islam and sustainable economic development",,"Sustainable Development: An Appraisal from the Gulf Region","19","",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2
2014,"An analysis of stock market efficiency: Developed vs Islamic stock markets using MF-DFA",03784371,"Physica A: Statistical Mechanics and its Applications","407","",0,0,0,0,0,0,0,2,5,9,13,15,16,18,13,13,15,8,8,6,141,0,141
2014,"MAQĀṢID AL-SHARĪ’AH AND STIPULATION OF CONDITIONS (SHURŪṬ) IN CONTRACTS",01281976,"ISRA International Journal of Islamic Finance","6","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2014,"ISLAMIC BANKING LEGISLATION AND REGULATION IN NEW JURISDICTIONS: ISSUES AND RECOMMENDATIONS",01281976,"ISRA International Journal of Islamic Finance","6","1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,2
2014,"REVERSE SALAM AS AN INNOVATIVE INSTRUMENT FOR INVESTMENT ACCOUNTS",01281976,"ISRA International Journal of Islamic Finance","6","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2014,"ISLAMIC HOME FINANCING AND OWNERSHIP TRANSFER TO THE CUSTOMER: MODELS COMPARED",01281976,"ISRA International Journal of Islamic Finance","6","1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2014,"ISLAMIC FINANCE: LEGAL AND INSTITUTIONAL CHALLENGES",01281976,"ISRA International Journal of Islamic Finance","6","1",0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,6,0,6
2014,"Permanent and transitory oil volatility and aggregate investment in Malaysia",03014215,"Energy Policy","67","",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,0,3
2014,"Shari'ah Non-compliance Risk Management and Legal Documentations in Islamic Finance",,"Shari'ah Non-compliance Risk Management and Legal Documentations in Islamic Finance","","",0,0,0,0,0,0,0,0,4,1,0,4,8,7,2,3,3,1,0,1,34,0,34
2014,"The assets and liabilities gap management of conventional and Islamic banks in the organization of Islamic cooperation (OIC) countries",09603107,"Applied Financial Economics","24","5",0,0,0,0,0,0,0,0,1,0,0,5,1,1,2,1,0,0,0,1,12,0,12
2014,"Rationalizing the value premium in emerging markets",10424431,"Journal of International Financial Markets, Institutions and Money","29","1",0,0,0,0,0,0,0,0,1,3,1,1,3,1,0,3,1,1,1,0,16,0,16
2014,"SHOULD MALAYSIAN STATES HAVE A FRESH APPROACH TO WAQFS? A PROPOSAL FOR A MODEL WAQF ENACTMENT",01281976,"ISRA International Journal of Islamic Finance","6","2",0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,0,6,0,6
2014,"Foundations of risk-sharing finance: An Islamic view",,"Risk and Regulation of Islamic Banking","","",0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,4,0,4
2014,"Objectives of Islamic banking: A theoretical discussion",,"Risk and Regulation of Islamic Banking","","",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,0,3
2014,"Issues in the risk and regulation of Islamic banking",,"Risk and Regulation of Islamic Banking","","",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2014,"Risk management and derivatives in Islamic finance",,"Risk and Regulation of Islamic Banking","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2014,"Risk and regulation of islamic banking",,"Risk and Regulation of Islamic Banking","","",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,4,0,4
2014,"Shariah arbitration in Islamic finance transaction: An urgent need for Muslim arbitrators",01287702,"Pertanika Journal of Social Science and Humanities","22","January",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,4,0,4
2014,"Towards our own Lex Mercatoria: A need for legal consensus in Islamic finance",01287702,"Pertanika Journal of Social Science and Humanities","22","January",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2
2014,"Stock market co-movements: Islamic versus conventional equity indices with multi-timescales analysis",09393625,"Economic Systems","38","4",0,0,0,0,0,0,0,0,3,9,11,15,17,22,14,19,17,8,13,7,155,0,155
2014,"The response of sectoral returns to macroeconomic shocks in the Malaysian stock market",15114554,"Malaysian Journal of Economic Studies","51","2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2014,"Are deposit and investment accounts in Islamic banks in Malaysia interest free?",10187383,"Journal of King Abdulaziz University, Islamic Economics","27","2",0,0,0,0,0,0,0,0,1,3,2,2,0,0,2,2,4,1,0,0,17,0,17
2014,"Islamic economics: Where from, where to? Muhammad Nejatullah Siddiqi",10187383,"Journal of King Abdulaziz University, Islamic Economics","27","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,2
2014,"Comment on ""China's Foreign Aid at a Transitional Stage""",18328105,"Asian Economic Policy Review","9","2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2014,"Limited purpose banking (LPB) and Islamic finance: Could LPB model be applied to Islamic finance?",08288666,"Humanomics","30","2",0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,4,0,4
2014,"Whither islamic banking?",03785920,"World Economy","37","6",0,0,0,0,0,0,0,0,1,1,4,2,3,3,1,2,4,1,4,2,28,0,28
2014,"Heads we win, tails you lose: Is there equity in Islamic equity funds?",0927538X,"Pacific Basin Finance Journal","28","",0,0,0,0,0,0,0,0,6,5,5,5,4,2,4,0,1,2,3,2,39,0,39
2014,"Professionalizing the role of Shari'ah auditors: How Malaysia can generate economic benefits",0927538X,"Pacific Basin Finance Journal","28","",0,0,0,0,0,0,0,0,1,1,0,4,4,4,3,3,2,1,1,1,25,0,25
2014,"Islamic finance: An overview",0927538X,"Pacific Basin Finance Journal","28","",0,0,0,0,0,0,0,0,0,1,2,1,1,2,3,0,1,1,4,0,16,0,16
2014,"Capital adequacy and lending and deposit behaviors of conventional and Islamic banks",0927538X,"Pacific Basin Finance Journal","28","",0,0,0,0,0,0,0,0,4,2,11,5,5,9,8,11,10,1,7,0,73,0,73
2014,"The starry heavens above and the moral law within: On the flatness of economics",1933527X,"Econ Journal Watch","11","2",0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,0,3
2014,"What factors explain stock market retardation in Islamic Countries",15660141,"Emerging Markets Review","19","",0,0,0,0,0,0,0,1,3,2,6,3,4,4,3,2,2,4,2,1,37,0,37
2014,"How inflationary are oil price hikes? A disaggregated look at Thailand using symmetric and asymmetric cointegration models",13547860,"Journal of the Asia Pacific Economy","19","3",0,0,0,0,0,0,0,0,2,1,5,7,4,9,5,5,2,2,2,0,44,0,44
2014,"House prices and bank credits in Malaysia: An aggregate and disaggregate analysis",01973975,"Habitat International","42","",0,0,0,0,0,0,0,1,0,0,2,4,5,4,6,2,6,1,4,2,37,0,37
2014,"Dynamic capital structure and political patronage: The case of Malaysia",10575219,"International Review of Financial Analysis","31","",0,0,0,0,0,0,0,3,3,8,4,5,11,6,7,5,8,6,3,2,71,0,71
2014,"Does a firm's political connection to government have economic value?",13547860,"Journal of the Asia Pacific Economy","19","1",0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,2,1,0,0,0,9,0,9
2014,"Social capital and CO2 emission - Output relations: A panel analysis",13640321,"Renewable and Sustainable Energy Reviews","29","",0,0,0,0,0,0,0,2,3,7,7,14,10,12,19,24,13,10,15,11,147,0,147
2013,"IMPACT OF INFLATION ON ISLAMIC FINANCING: EMPIRICAL EVIDENCE FROM MALAYSIA",01281976,"ISRA International Journal of Islamic Finance","5","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2013,"THE FIQH CHARACTERIZATION OF IJA̅RAH MAWSU̅FAH FI̅ AL-DHIMMAH: AN ANALYSIS OF JURISTIC VIEWS",01281976,"ISRA International Journal of Islamic Finance","5","2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,3
2013,"INSTITUTING SHARĪʿAH AUDIT IN MALAYSIAN ISLAMIC FINANCIAL INSTITUTIONS",01281976,"ISRA International Journal of Islamic Finance","5","2",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,0,3
2013,"Building trust in e-commerce: A proposed shari'ah compliant model",12045357,"Journal of Internet Banking and Commerce","18","3",0,0,0,0,0,0,0,1,0,1,2,1,1,5,3,1,0,0,0,0,15,0,15
2013,"Dynamics of consumer expenditure and stock market prices and uncertainty: Malaysian evidence",02175908,"Singapore Economic Review","58","4",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,0,3
2013,"Comment on ""Industry-specific real effective exchange rates and export price competitiveness: The cases of Japan, China, and Korea""",18328105,"Asian Economic Policy Review","8","2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2013,"Institutional quality thresholds and the finance - Growth nexus",03784266,"Journal of Banking and Finance","37","12",0,0,0,0,0,0,0,3,5,7,12,8,24,27,23,27,28,30,29,20,243,0,243
2013,"A conceptual study on Hospital Information System in public hospital of Bangladesh: Electronic Medical Record and Clinical Information System perspective",19112017,"Asian Social Science","9","17",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,4,0,4
2013,"Financing through cash-waqf: a revitalization to finance different needs",17538394,"International Journal of Islamic and Middle Eastern Finance and Management","6","4",0,0,0,0,0,0,0,0,2,6,6,10,9,8,12,15,13,18,23,11,133,0,133
2013,"Developing Islamic finance in the framework of maqasid al-Shari’ah: Understanding the ends (maqasid) and the means (wasa’il)",17538394,"International Journal of Islamic and Middle Eastern Finance and Management","6","4",0,0,0,0,0,0,0,1,0,0,6,9,9,10,9,12,13,9,20,16,114,0,114
2013,"The viability of profit and loss sharing based financing for malaysian SMEs",19935250,"International Business Management","7","4",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
2013,"Reflecting on Islamic banking and financial crisis: Risks, reputation and stability",,"Islamic Banking and Financial Crisis: Reputation, Stability and Risks","","",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,3
2013,"Islamic banking and financial crisis: Reputation, stability and risks",,"Islamic Banking and Financial Crisis: Reputation, Stability and Risks","","",0,0,0,0,0,0,0,1,0,1,1,0,1,3,1,1,1,1,1,0,12,0,12
2013,"Reshaping the Islamic finance industry: Applying the lessons learned from the global financial crisis",,"Islamic Banking and Financial Crisis: Reputation, Stability and Risks","","",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,4,1,2,11,0,11
2013,"Stock Market and Aggregate Investment Behavior in Malaysia: An Empirical Analysis",16144007,"Transition Studies Review","20","2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2013,"Theory appraisal in Islamic economic methodology: Purposes and criteria",08288666,"Humanomics","29","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2013,"An evaluation of Malaysian capital controls",01443585,"Journal of Economic Studies","40","4",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2,0,6,0,6
2013,"Towards Shari'ah compliant E-commerce transactions: A review of Amazon.com",19909233,"Middle East Journal of Scientific Research","15","9",0,0,0,0,0,0,1,1,0,1,1,1,3,3,2,0,0,0,1,0,14,0,14
2013,"Social capital and financial market development",,"Emerging Markets and Financial Resilience: Decoupling Growth from Turbulence","","",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,4,0,4
2013,"Evaluating the corporate social performance of Islamic financial institutions: an empirical study",17538394,"International Journal of Islamic and Middle Eastern Finance and Management","6","3",0,0,0,0,0,0,0,0,1,3,5,3,6,4,2,12,6,2,6,2,52,0,52
2013,"Critical appraisal of Rahn-based islamic microcredit facility from Sharia'h perspective",19950748,"American-Eurasian Journal of Sustainable Agriculture","7","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2
2013,"Foreign exchange exposure and impact of policy switch - the case of Malaysian listed firms",00036846,"Applied Economics","45","20",0,0,0,0,0,0,0,0,1,1,3,4,6,2,3,2,2,2,0,0,26,0,26
2013,"INSTRUMENTS FOR MEETING CAPITAL ADEQUACY REQUIREMENTS UNDER BASEL III: A SHARÔÑAH PERSPECTIVE",01281976,"ISRA International Journal of Islamic Finance","5","1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,3
2013,"Sukuk Securities and Conventional Bonds: Evidence of Significant Differences",01287702,"Pertanika Journal of Social Sciences and Humanities","21","2",0,0,0,0,0,0,0,0,0,1,1,4,1,1,2,1,2,0,3,1,17,0,17
2013,"Comment on ""toward myanmar's new stage of development: Transition from military rule to the market""",18328105,"Asian Economic Policy Review","8","1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2013,"Risk management, derivatives and shariah compliance",0094243X,"AIP Conference Proceedings","1522","",0,0,0,0,0,0,0,1,0,2,3,2,2,0,0,0,0,2,1,0,13,0,13
2013,"SHARĪʿAH ISSUES IN ISLAMIC CAPITAL MARKETS: ṢUKŪK",01281976,"ISRA International Journal of Islamic Finance","5","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2
2013,"FIQH ADAPTATION (TAKYÔF FIQHÔ) FOR THE CONCEPT OF A PERFORMANCE FEE IN TAKÓFUL",01281976,"ISRA International Journal of Islamic Finance","5","2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2013,"ISLAMIC NORMS, THE EXCEL FORMULA AND HOME FINANCING MODELS",01281976,"ISRA International Journal of Islamic Finance","5","1",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,0,3
2013,"THE APPLICATION OF COMMODITY MURĀBAḤAH IN BURSA SUQ AL-SILA' MALAYSIA VIS-A-VIS JAKARTA FUTURE EXCHANGE SHARIAH INDONESIA: A COMPARATIVE ANALYSIS",01281976,"ISRA International Journal of Islamic Finance","5","1",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,5,0,5
2013,"Muslim consumers' perceived behavior in E-commerce environment",,"Proceedings - 2013 International Conference on Advanced Computer Science Applications and Technologies, ACSAT 2013","","",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,4,0,4
2013,"Do Debt Markets Price Sukūk and Conventional Bonds Differently?",10187383,"Journal of King Abdulaziz University, Islamic Economics","26","2",0,0,0,0,0,0,0,2,0,0,2,3,1,2,4,3,2,4,2,0,25,0,25
2013,"Method and substance of Islamic economics: Moving where?",10187383,"Journal of King Abdulaziz University, Islamic Economics","26","1",0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,2,1,1,1,1,13,0,13
2013,"Private placement, share prices, volume and financial crisis: An emerging market study",10440283,"Global Finance Journal","24","3",0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,1,0,0,0,6,0,6
2013,"Shariah issues in managing household debt: The case of Malaysia",01272713,"Jurnal Pengurusan","37","",0,0,0,0,0,0,0,0,0,2,1,0,1,1,2,0,1,0,0,2,10,0,10
2013,"Impact of corruption on bank profitability: An analysis of Islamic banks",14779048,"International Journal of Business Governance and Ethics","8","3",0,0,0,0,0,0,0,0,0,0,2,0,2,7,2,4,4,4,3,3,31,0,31
2013,"Does a firm's political connection to government have economic value?",13547860,"Journal of the Asia Pacific Economy","18","3",0,0,0,0,0,0,0,0,0,1,1,3,1,0,3,0,1,0,0,0,10,0,10
2013,"Human Resource Management of Islamic Banks: Responses to Conceptual and Technical Challenges",,"Islamic Finance: The New Regulatory Challenge, Second Edition","","",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
2013,"Operational Risk Exposures of Islamic Banks",,"Islamic Finance: The New Regulatory Challenge, Second Edition","","",0,0,0,0,0,0,0,0,0,2,1,2,2,1,0,2,1,1,0,1,13,0,13
2013,"Islamic Finance: The New Regulatory Challenge, Second Edition",,"Islamic Finance: The New Regulatory Challenge, Second Edition","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2013,"Supervision of Islamic Banks: The Regulatory Challenge—Basel II and Basel III",,"Islamic Finance: The New Regulatory Challenge, Second Edition","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2013,"Shari’ah–Non-compliance Risk",,"Islamic Finance: The New Regulatory Challenge, Second Edition","","",0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,0,0,0,0,7,0,7
2013,"Concluding Remarks",,"Islamic Finance: The New Regulatory Challenge, Second Edition","","",0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,4,0,4
2013,"Measuring Risk for Capital Adequacy: The Issue of Profit-Sharing Investment Accounts",,"Islamic Finance: The New Regulatory Challenge, Second Edition","","",0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,1,7,0,7
2012,"WAQF AND ITS ROLE IN SOCIO-ECONOMIC DEVELOPMENT",01281976,"ISRA International Journal of Islamic Finance","4","2",0,0,0,0,0,0,0,0,0,1,1,2,2,1,3,6,2,4,3,2,27,0,27
2012,"UNSUSTAINABILITY OF THE REGIME OF INTEREST-BASED DEBT FINANCING",01281976,"ISRA International Journal of Islamic Finance","4","2",0,0,0,0,0,0,0,2,1,1,2,1,0,3,0,0,0,1,0,0,11,0,11
2012,"The islamic debt market for sukuk securities: The theory and practice of profit sharing investment",,"The Islamic Debt Market for Sukuk Securities: The Theory and Practice of Profit Sharing Investment","","",0,0,0,0,0,0,2,1,1,2,2,2,0,1,1,0,0,0,0,0,12,0,12
2012,"Dividend tax cuts in the united states and single-tier tax regime in malaysia: Share price reactions to tax policy changes",01287702,"Pertanika Journal of Social Science and Humanities","20","4",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,3
2012,"Money supply, interest rate, liquidity and share prices: A test of their linkage",10440283,"Global Finance Journal","23","3",0,0,0,0,0,0,0,1,1,2,2,0,2,2,0,2,2,1,0,1,16,0,16
2012,"Theory appraisal in Islamic economic methodology: Purposes and criteria",08288666,"Humanomics","28","4",0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,1,0,1,0,2,12,0,12
2012,"Cross-country analysis of Islamic finance dispute resolution: Malaysia and Saudi Arabia",,"ICIMTR 2012 - 2012 International Conference on Innovation, Management and Technology Research","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,3
2012,"Legal, regulatory and governance issues in Islamic finance",,"Legal, Regulatory and Governance Issues in Islamic Finance","","",0,0,0,0,0,0,0,0,1,1,4,1,0,3,0,2,2,0,2,1,17,0,17
2012,"Legal, regulatory and governance issues in Islamic finance",,"Legal, Regulatory and Governance Issues in Islamic Finance","","",0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,1,0,0,6,0,6
2012,"Bank lending, macroeconomic conditions and financial uncertainty: Evidence from Malaysia",18799337,"Review of Development Finance","2","3-4",0,0,0,0,0,0,0,3,0,1,0,1,2,2,2,2,1,1,1,2,18,0,18
2012,"The structure, regulation and supervision of Islamic banks",17456452,"Journal of Banking Regulation","13","3",0,0,0,0,0,0,3,0,0,1,2,2,1,2,1,2,2,0,2,0,18,0,18
2012,"CREDIT GUARANTEE SCHEME: A COMBINATION OF KAFĀLAH AND WAKĀLAH BI AJR AS ANALTERNATIVE TO KAFĀLAH BI AJR",01281976,"ISRA International Journal of Islamic Finance","4","1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2012,"THE INVESTMENT INITIATIVE IN TAKÓFUL: ISSUES AND CHALLENGES",01281976,"ISRA International Journal of Islamic Finance","4","1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2012,"INCENTIVE-COMPATIBLE SUKÕK MUSHÓRAKAH FOR PRIVATE SECTOR FUNDING",01281976,"ISRA International Journal of Islamic Finance","4","1",0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,6,0,6
2012,"MAQĀṢID AL-SHARĪʿAH AND THE FOUNDATIONAL REQUIREMENTS IN DEVELOPING ISLAMIC BANKING AND FINANCE",01281976,"ISRA International Journal of Islamic Finance","4","1",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,5,0,5
2012,"Comment on ""Korea's Growth Performance: Past and Future""",18328105,"Asian Economic Policy Review","7","1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2012,"Political patronage and firm performance: Further evidence from Malaysia",10964762,"Thunderbird International Business Review","54","3",0,0,0,0,0,0,0,0,2,0,1,2,0,2,1,4,2,0,1,1,16,0,16
2012,"Human Resource Management of Islamic Banks: Responses to Conceptual and Technical Challenges",,"Islamic Finance: The Regulatory Challenge","","",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2
2012,"Insolvency Law In Malaysia and the Adjudication Order (Taflīs) On a Bankrupt in Islamic Finance: Similarities and Differences",01281976,"ISRA International Journal of Islamic Finance","4","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2012,"The Practice of Sharī ‘Ah Reporting In Malaysia: Does Country of Origin or Being a Member of Aaoifi Matter?",01281976,"ISRA International Journal of Islamic Finance","4","2",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,3
2012,"A CRITICAL APPRAISAL OF SHARÔÑAH ISSUES RELATED TO ØUKÕK AL-IJÓRAH",01281976,"ISRA International Journal of Islamic Finance","4","1",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2
2012,"Sukuksecurities, their definitions, classification and pricing issues",,"The Islamic Debt Market for Sukuk Securities: The Theory and Practice of Profit Sharing Investment","","",0,0,0,0,0,0,2,0,1,0,0,1,2,0,1,1,2,0,1,2,13,0,13
2012,"Prospects and challenges of developing sukuk Islamic debt markets around the world",,"The Islamic Debt Market for Sukuk Securities: The Theory and Practice of Profit Sharing Investment","","",0,0,0,0,0,1,2,0,0,0,1,4,3,0,0,1,0,0,0,0,12,0,12
2012,"History of Islamic public finance: Ghararand risk aversion",,"The Islamic Debt Market for Sukuk Securities: The Theory and Practice of Profit Sharing Investment","","",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2
2012,"Gauging the financial performance of banking sector using CAMEL model: Comparison of conventional, mixed and pure Islamic banks in Pakistan",14502887,"International Research Journal of Finance and Economics","82","",0,0,0,0,0,0,3,1,0,1,0,1,0,4,2,0,1,0,1,2,16,0,16
2011,"REVISITING THE FIQH CHARACTERISATIONS OF THE RAHN-BASED ISLAMIC MICROCREDIT PRODUCT",01281976,"ISRA International Journal of Islamic Finance","3","2",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2
